Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
18974,03-03-2022 22:00,03-01-2022 13:00,02-03-2022 09:34,Bangalore South,299,ILLEGAL POSSESSION,73,X,Knife,Other Crime,18,No,
18976,03-03-2022 16:00,03-01-2022 15:00,01-03-2022 15:57,Bangalore North,481,SEXUAL ASSAULT,68,F,None,Violent Crime,14,No,
18984,03-03-2022 07:00,03-01-2022 23:00,02-03-2022 21:53,Bangalore North,278,EXTORTION,32,X,Blunt Object,Other Crime,8,Yes,29-03-2022 07:00
18992,04-03-2022 00:00,03-02-2022 07:00,02-03-2022 20:49,Bangalore South,375,FIREARM OFFENSE,62,M,Firearm,Fire Accident,2,No,
19013,05-03-2022 21:00,03-03-2022 04:00,03-03-2022 12:52,Bangalore South,324,IDENTITY THEFT,47,X,Other,Violent Crime,1,Yes,20-04-2022 21:00
19020,03-03-2022 12:00,03-03-2022 11:00,04-03-2022 09:37,Bangalore West,477,VANDALISM,48,F,Knife,Other Crime,15,Yes,31-05-2022 12:00
19029,04-03-2022 01:00,03-03-2022 20:00,04-03-2022 07:35,Bangalore West,477,PUBLIC INTOXICATION,35,M,Knife,Other Crime,2,Yes,15-03-2022 01:00
19033,05-03-2022 05:00,03-04-2022 00:00,04-03-2022 19:50,Bangalore West,492,FIREARM OFFENSE,59,M,Knife,Fire Accident,6,Yes,01-04-2022 05:00
19039,04-03-2022 07:00,03-04-2022 06:00,05-03-2022 01:03,Bangalore West,458,SEXUAL ASSAULT,39,X,Firearm,Violent Crime,6,No,
19048,07-03-2022 05:00,03-04-2022 15:00,04-03-2022 20:45,Bangalore South,502,SHOPLIFTING,77,M,Firearm,Other Crime,17,Yes,14-03-2022 05:00
19058,05-03-2022 02:00,03-05-2022 01:00,05-03-2022 22:50,Bangalore South,523,VEHICLE - STOLEN,69,X,Blunt Object,Violent Crime,5,Yes,12-03-2022 02:00
19066,06-03-2022 01:00,03-05-2022 09:00,05-03-2022 23:51,Bangalore South,419,FRAUD,68,X,Blunt Object,Other Crime,1,Yes,15-03-2022 01:00
19070,05-03-2022 19:00,03-05-2022 13:00,05-03-2022 23:54,Bangalore North,279,KIDNAPPING,35,X,None,Other Crime,17,Yes,05-05-2022 19:00
19085,06-03-2022 17:00,03-06-2022 04:00,06-03-2022 15:07,Bangalore East,418,DOMESTIC VIOLENCE,71,F,None,Violent Crime,15,Yes,02-06-2022 17:00
19093,08-03-2022 14:00,03-06-2022 12:00,07-03-2022 06:26,Bangalore East,194,COUNTERFEITING,33,M,Poison,Other Crime,5,No,
19096,07-03-2022 06:00,03-06-2022 15:00,07-03-2022 04:13,Bangalore East,384,FRAUD,49,X,Poison,Other Crime,5,Yes,01-04-2022 06:00
19099,07-03-2022 23:00,03-06-2022 18:00,07-03-2022 11:14,Bangalore West,543,ROBBERY,74,X,Explosives,Violent Crime,4,No,
19114,09-03-2022 14:00,03-07-2022 09:00,08-03-2022 05:18,Bangalore North,199,ILLEGAL POSSESSION,53,M,Other,Other Crime,9,No,
19132,08-03-2022 17:00,03-08-2022 03:00,08-03-2022 15:56,Bangalore South,555,IDENTITY THEFT,58,M,Knife,Violent Crime,10,No,
19136,10-03-2022 01:00,03-08-2022 07:00,08-03-2022 17:55,Bangalore East,194,SHOPLIFTING,35,F,Knife,Other Crime,8,No,
19163,09-03-2022 22:00,03-09-2022 10:00,09-03-2022 12:06,Bangalore West,260,VANDALISM,12,X,Explosives,Other Crime,18,No,
19183,11-03-2022 21:00,03-10-2022 06:00,11-03-2022 02:03,Bangalore North,457,DOMESTIC VIOLENCE,66,M,Explosives,Violent Crime,9,No,
19191,11-03-2022 05:00,03-10-2022 14:00,11-03-2022 06:37,Bangalore East,585,ROBBERY,39,F,Firearm,Violent Crime,13,Yes,28-07-2022 05:00
19200,12-03-2022 10:00,03-10-2022 23:00,11-03-2022 10:50,Bangalore East,242,DOMESTIC VIOLENCE,35,M,Knife,Violent Crime,15,Yes,08-04-2022 10:00
19203,13-03-2022 12:00,03-11-2022 02:00,11-03-2022 14:17,Bangalore North,262,DOMESTIC VIOLENCE,73,X,Explosives,Violent Crime,15,No,
19222,13-03-2022 18:00,03-11-2022 21:00,12-03-2022 08:45,Bangalore South,244,COUNTERFEITING,25,F,Blunt Object,Other Crime,6,Yes,21-04-2022 18:00
19234,15-03-2022 03:00,03-12-2022 09:00,12-03-2022 13:26,Bangalore South,179,IDENTITY THEFT,25,X,None,Violent Crime,16,Yes,23-04-2022 03:00
19237,12-03-2022 22:00,03-12-2022 12:00,12-03-2022 19:42,Bangalore North,357,CYBERCRIME,63,X,Poison,Other Crime,18,Yes,06-06-2022 22:00
19260,14-03-2022 15:00,03-13-2022 11:00,13-03-2022 16:42,Bangalore South,250,ARSON,39,M,Poison,Fire Accident,2,Yes,20-04-2022 15:00
19276,14-03-2022 18:00,03-14-2022 03:00,14-03-2022 19:14,Bangalore East,238,ROBBERY,49,F,Explosives,Violent Crime,4,Yes,18-08-2022 18:00
19287,17-03-2022 09:00,03-14-2022 14:00,15-03-2022 07:37,Bangalore South,484,DOMESTIC VIOLENCE,34,X,Other,Violent Crime,8,No,
19288,15-03-2022 02:00,03-14-2022 15:00,15-03-2022 06:15,Bangalore East,262,FRAUD,63,F,None,Other Crime,11,No,
19290,15-03-2022 12:00,03-14-2022 17:00,15-03-2022 16:13,Bangalore North,548,ILLEGAL POSSESSION,44,F,Poison,Other Crime,19,Yes,17-04-2022 12:00
19292,17-03-2022 00:00,03-14-2022 19:00,14-03-2022 19:08,Bangalore East,439,ROBBERY,79,M,Knife,Violent Crime,4,No,
19294,15-03-2022 04:00,03-14-2022 21:00,15-03-2022 04:34,Bangalore West,509,TRAFFIC VIOLATION,71,F,Other,Traffic Fatality,16,No,
19299,16-03-2022 03:00,03-15-2022 02:00,15-03-2022 21:14,Bangalore North,373,KIDNAPPING,18,M,Blunt Object,Other Crime,2,No,
19305,17-03-2022 05:00,03-15-2022 08:00,15-03-2022 19:36,Bangalore West,307,SEXUAL ASSAULT,18,F,Explosives,Violent Crime,6,No,
19318,16-03-2022 22:00,03-15-2022 21:00,16-03-2022 02:07,Bangalore North,556,FIREARM OFFENSE,71,F,Blunt Object,Fire Accident,14,No,
19347,19-03-2022 07:00,03-17-2022 02:00,17-03-2022 22:32,Bangalore South,299,SHOPLIFTING,61,X,Firearm,Other Crime,3,No,
19349,17-03-2022 10:00,03-17-2022 04:00,17-03-2022 08:20,Bangalore South,413,DOMESTIC VIOLENCE,43,F,Other,Violent Crime,5,No,
19367,18-03-2022 13:00,03-17-2022 22:00,18-03-2022 11:03,Bangalore West,439,DOMESTIC VIOLENCE,14,M,Knife,Violent Crime,18,Yes,27-05-2022 13:00
19370,20-03-2022 20:00,03-18-2022 01:00,18-03-2022 22:55,Bangalore North,382,COUNTERFEITING,47,M,Firearm,Other Crime,7,No,
19373,20-03-2022 10:00,03-18-2022 04:00,18-03-2022 08:43,Bangalore South,159,ILLEGAL POSSESSION,58,M,Knife,Other Crime,1,Yes,04-05-2022 10:00
19375,18-03-2022 07:00,03-18-2022 06:00,18-03-2022 22:07,Bangalore South,306,FIREARM OFFENSE,66,X,Firearm,Fire Accident,3,No,
19376,19-03-2022 16:00,03-18-2022 07:00,18-03-2022 08:31,Bangalore East,505,VEHICLE - STOLEN,16,M,Explosives,Violent Crime,14,No,
19386,19-03-2022 00:00,03-18-2022 17:00,19-03-2022 00:56,Bangalore West,111,VEHICLE - STOLEN,34,F,Explosives,Violent Crime,10,Yes,11-05-2022 00:00
19392,21-03-2022 01:00,03-18-2022 23:00,19-03-2022 15:38,Bangalore West,270,DOMESTIC VIOLENCE,46,F,Poison,Violent Crime,19,No,
19402,19-03-2022 21:00,03-19-2022 09:00,19-03-2022 17:25,Bangalore East,375,KIDNAPPING,59,F,Firearm,Other Crime,17,Yes,12-05-2022 21:00
19406,21-03-2022 17:00,03-19-2022 13:00,19-03-2022 15:17,Bangalore North,317,VEHICLE - STOLEN,44,F,None,Violent Crime,11,No,
19415,22-03-2022 07:00,03-19-2022 22:00,20-03-2022 12:20,Bangalore South,204,ARSON,56,X,Firearm,Fire Accident,4,No,
19428,22-03-2022 23:00,03-20-2022 11:00,21-03-2022 00:17,Bangalore East,113,EXTORTION,49,F,Blunt Object,Other Crime,12,Yes,20-04-2022 23:00
19431,23-03-2022 06:00,03-20-2022 14:00,21-03-2022 02:43,Bangalore East,509,FIREARM OFFENSE,49,F,Firearm,Fire Accident,3,No,
19441,21-03-2022 23:00,03-21-2022 00:00,21-03-2022 01:21,Bangalore West,573,CYBERCRIME,20,X,Other,Other Crime,6,No,
19442,21-03-2022 09:00,03-21-2022 01:00,21-03-2022 18:57,Bangalore North,575,DRUG OFFENSE,19,M,Poison,Other Crime,14,No,
19446,23-03-2022 10:00,03-21-2022 05:00,21-03-2022 16:46,Bangalore West,250,TRAFFIC VIOLATION,60,M,Knife,Traffic Fatality,18,Yes,13-04-2022 10:00
19486,24-03-2022 01:00,03-22-2022 21:00,22-03-2022 22:34,Bangalore North,272,COUNTERFEITING,32,X,Poison,Other Crime,16,No,
19499,24-03-2022 07:00,03-23-2022 10:00,24-03-2022 01:05,Bangalore East,463,FRAUD,42,M,Blunt Object,Other Crime,8,No,
19521,26-03-2022 22:00,03-24-2022 08:00,24-03-2022 20:09,Bangalore East,494,KIDNAPPING,57,X,Explosives,Other Crime,9,No,
19528,25-03-2022 04:00,03-24-2022 15:00,25-03-2022 07:48,Bangalore South,549,ASSAULT,64,F,Blunt Object,Violent Crime,2,No,
19535,27-03-2022 14:00,03-24-2022 22:00,25-03-2022 00:44,Bangalore West,528,EXTORTION,60,M,Other,Other Crime,12,No,
19544,27-03-2022 10:00,03-25-2022 07:00,26-03-2022 00:10,Bangalore North,264,PUBLIC INTOXICATION,30,F,Poison,Other Crime,4,Yes,30-03-2022 10:00
19576,27-03-2022 01:00,03-26-2022 15:00,27-03-2022 05:41,Bangalore East,192,ASSAULT,75,F,Poison,Violent Crime,11,No,
19581,28-03-2022 09:00,03-26-2022 20:00,27-03-2022 05:02,Bangalore East,543,EXTORTION,26,M,Explosives,Other Crime,7,Yes,08-06-2022 09:00
19621,31-03-2022 06:00,03-28-2022 12:00,28-03-2022 20:48,Bangalore South,573,HOMICIDE,13,X,Poison,Other Crime,8,Yes,20-11-2023 06:00
19631,30-03-2022 17:00,03-28-2022 22:00,29-03-2022 17:00,Bangalore North,477,ILLEGAL POSSESSION,22,M,Firearm,Other Crime,19,Yes,20-06-2022 17:00
19632,30-03-2022 15:00,03-28-2022 23:00,29-03-2022 20:03,Bangalore West,517,HOMICIDE,67,M,Firearm,Other Crime,8,Yes,28-03-2023 15:00
19640,31-03-2022 10:00,03-29-2022 07:00,29-03-2022 12:34,Bangalore North,394,PUBLIC INTOXICATION,30,M,Firearm,Other Crime,1,No,
19647,31-03-2022 14:00,03-29-2022 14:00,30-03-2022 05:04,Bangalore West,407,DRUG OFFENSE,55,F,Knife,Other Crime,2,Yes,17-04-2022 14:00
19649,01-04-2022 14:00,03-29-2022 16:00,30-03-2022 13:36,Bangalore East,561,SHOPLIFTING,46,X,Blunt Object,Other Crime,19,Yes,10-04-2022 14:00
19685,31-03-2022 21:00,03-31-2022 04:00,31-03-2022 15:14,Bangalore East,559,BURGLARY,66,F,Firearm,Other Crime,3,Yes,30-07-2022 21:00
19687,02-04-2022 13:00,03-31-2022 06:00,31-03-2022 16:52,Bangalore East,362,HOMICIDE,20,M,Blunt Object,Other Crime,17,Yes,01-11-2022 13:00
19694,01-04-2022 15:00,03-31-2022 13:00,01-04-2022 05:53,Bangalore South,414,SEXUAL ASSAULT,11,F,Firearm,Violent Crime,6,Yes,15-04-2023 15:00
19697,02-04-2022 15:00,03-31-2022 16:00,01-04-2022 12:35,Bangalore West,307,HOMICIDE,11,X,None,Other Crime,16,Yes,13-07-2023 15:00
19707,03-04-2022 22:00,04-01-2022 02:00,01-04-2022 05:49,Bangalore East,338,SEXUAL ASSAULT,36,X,Firearm,Violent Crime,4,No,
19709,01-04-2022 14:00,04-01-2022 04:00,01-04-2022 12:07,Bangalore East,183,CYBERCRIME,79,X,Knife,Other Crime,14,Yes,18-06-2022 14:00
19711,01-04-2022 15:00,04-01-2022 06:00,01-04-2022 23:39,Bangalore East,288,EXTORTION,54,F,None,Other Crime,9,No,
19717,03-04-2022 15:00,04-01-2022 12:00,01-04-2022 15:10,Bangalore North,486,PUBLIC INTOXICATION,72,X,Explosives,Other Crime,16,No,
19726,03-04-2022 21:00,04-01-2022 21:00,02-04-2022 01:59,Bangalore West,347,BURGLARY,78,X,Poison,Other Crime,19,No,
19734,03-04-2022 17:00,04-02-2022 05:00,02-04-2022 22:16,Bangalore South,491,IDENTITY THEFT,61,M,None,Violent Crime,8,Yes,28-04-2022 17:00
19737,05-04-2022 04:00,04-02-2022 08:00,02-04-2022 09:48,Bangalore West,452,VANDALISM,65,M,None,Other Crime,2,No,
19753,03-04-2022 17:00,04-03-2022 00:00,03-04-2022 10:35,Bangalore West,515,CYBERCRIME,30,X,Explosives,Other Crime,19,No,
19764,03-04-2022 15:00,04-03-2022 11:00,03-04-2022 18:36,Bangalore South,133,DOMESTIC VIOLENCE,22,M,Firearm,Violent Crime,3,Yes,31-05-2022 15:00
19765,04-04-2022 23:00,04-03-2022 12:00,03-04-2022 22:27,Bangalore West,251,HOMICIDE,65,F,Knife,Other Crime,14,No,
19767,05-04-2022 07:00,04-03-2022 14:00,04-04-2022 10:31,Bangalore South,145,VANDALISM,52,X,Other,Other Crime,3,Yes,31-05-2022 07:00
19770,05-04-2022 04:00,04-03-2022 17:00,04-04-2022 15:56,Bangalore East,196,FRAUD,46,X,Explosives,Other Crime,19,Yes,31-05-2022 04:00
19808,05-04-2022 10:00,04-05-2022 07:00,05-04-2022 14:15,Bangalore North,545,SHOPLIFTING,43,M,None,Other Crime,8,Yes,25-04-2022 10:00
19824,06-04-2022 05:00,04-05-2022 23:00,06-04-2022 10:40,Bangalore South,472,VANDALISM,38,X,Other,Other Crime,9,No,
19831,06-04-2022 08:00,04-06-2022 06:00,07-04-2022 03:07,Bangalore East,292,IDENTITY THEFT,77,M,Poison,Violent Crime,17,No,
19833,07-04-2022 19:00,04-06-2022 08:00,06-04-2022 14:35,Bangalore East,365,ARSON,42,F,None,Fire Accident,5,Yes,09-06-2022 19:00
19841,07-04-2022 10:00,04-06-2022 16:00,07-04-2022 04:18,Bangalore South,315,SEXUAL ASSAULT,70,X,Knife,Violent Crime,19,No,
19842,08-04-2022 08:00,04-06-2022 17:00,07-04-2022 14:28,Bangalore North,161,ILLEGAL POSSESSION,44,F,Poison,Other Crime,14,No,
19850,08-04-2022 16:00,04-07-2022 01:00,07-04-2022 18:30,Bangalore North,566,VANDALISM,53,F,Knife,Other Crime,1,No,
19858,10-04-2022 07:00,04-07-2022 09:00,07-04-2022 22:09,Bangalore West,240,VEHICLE - STOLEN,48,M,None,Violent Crime,8,Yes,21-06-2022 07:00
19859,09-04-2022 03:00,04-07-2022 10:00,08-04-2022 02:00,Bangalore West,332,CYBERCRIME,79,X,Knife,Other Crime,1,Yes,10-06-2022 03:00
19868,09-04-2022 14:00,04-07-2022 19:00,08-04-2022 03:31,Bangalore South,599,SEXUAL ASSAULT,24,X,None,Violent Crime,19,Yes,06-07-2023 14:00
19888,09-04-2022 10:00,04-08-2022 15:00,08-04-2022 23:22,Bangalore West,311,ARSON,14,F,Explosives,Fire Accident,2,No,
19890,10-04-2022 10:00,04-08-2022 17:00,09-04-2022 10:42,Bangalore South,419,VEHICLE - STOLEN,22,X,None,Violent Crime,17,Yes,11-06-2022 10:00
19896,09-04-2022 00:00,04-08-2022 23:00,09-04-2022 07:08,Bangalore North,462,VEHICLE - STOLEN,67,X,Explosives,Violent Crime,7,Yes,14-05-2022 00:00
19904,11-04-2022 11:00,04-09-2022 07:00,09-04-2022 23:23,Bangalore North,561,VANDALISM,31,M,Explosives,Other Crime,10,No,
19918,11-04-2022 19:00,04-09-2022 21:00,10-04-2022 15:23,Bangalore North,313,ROBBERY,73,F,Knife,Violent Crime,12,Yes,29-07-2022 19:00
19936,11-04-2022 12:00,04-10-2022 15:00,11-04-2022 09:03,Bangalore North,272,SEXUAL ASSAULT,57,X,Explosives,Violent Crime,17,No,
19942,13-04-2022 02:00,04-10-2022 21:00,11-04-2022 12:30,Bangalore East,448,ROBBERY,74,M,Poison,Violent Crime,2,No,
19945,11-04-2022 03:00,04-11-2022 00:00,11-04-2022 14:07,Bangalore South,199,ASSAULT,12,F,Knife,Violent Crime,1,No,
19951,13-04-2022 02:00,04-11-2022 06:00,11-04-2022 11:22,Bangalore East,324,ASSAULT,22,F,Explosives,Violent Crime,18,Yes,05-07-2022 02:00
19955,12-04-2022 02:00,04-11-2022 10:00,11-04-2022 21:25,Bangalore South,340,KIDNAPPING,71,F,Explosives,Other Crime,5,Yes,03-05-2022 02:00
19963,13-04-2022 14:00,04-11-2022 18:00,12-04-2022 03:36,Bangalore East,159,DRUG OFFENSE,21,X,Poison,Other Crime,16,Yes,19-06-2022 14:00
19969,12-04-2022 18:00,04-12-2022 00:00,12-04-2022 04:11,Bangalore North,417,SHOPLIFTING,41,X,Other,Other Crime,10,Yes,26-05-2022 18:00
19983,14-04-2022 19:00,04-12-2022 14:00,13-04-2022 06:35,Bangalore North,119,EXTORTION,56,X,Explosives,Other Crime,1,No,
19990,13-04-2022 22:00,04-12-2022 21:00,12-04-2022 21:04,Bangalore South,444,ROBBERY,76,F,None,Violent Crime,18,Yes,01-06-2022 22:00
20000,14-04-2022 03:00,04-13-2022 07:00,13-04-2022 10:56,Bangalore East,559,ASSAULT,49,X,None,Violent Crime,14,Yes,09-07-2022 03:00
20005,13-04-2022 18:00,04-13-2022 12:00,13-04-2022 18:12,Bangalore East,257,ROBBERY,58,X,None,Violent Crime,9,Yes,02-10-2022 18:00
20012,16-04-2022 08:00,04-13-2022 19:00,14-04-2022 17:07,Bangalore South,233,KIDNAPPING,74,X,Firearm,Other Crime,13,No,
20022,16-04-2022 09:00,04-14-2022 05:00,15-04-2022 01:37,Bangalore South,459,CYBERCRIME,47,X,Explosives,Other Crime,9,No,
20043,17-04-2022 16:00,04-15-2022 02:00,15-04-2022 07:57,Bangalore West,202,ARSON,65,X,None,Fire Accident,14,No,
20053,17-04-2022 12:00,04-15-2022 12:00,15-04-2022 12:58,Bangalore North,587,ARSON,59,M,Poison,Fire Accident,5,Yes,15-07-2022 12:00
20067,18-04-2022 19:00,04-16-2022 02:00,16-04-2022 10:12,Bangalore West,491,SHOPLIFTING,47,M,Blunt Object,Other Crime,12,Yes,30-06-2022 19:00
20068,18-04-2022 03:00,04-16-2022 03:00,16-04-2022 11:13,Bangalore North,141,SEXUAL ASSAULT,22,X,None,Violent Crime,18,No,
20078,18-04-2022 05:00,04-16-2022 13:00,17-04-2022 09:35,Bangalore West,453,FIREARM OFFENSE,33,X,Blunt Object,Fire Accident,9,Yes,02-05-2022 05:00
20081,16-04-2022 22:00,04-16-2022 16:00,16-04-2022 17:36,Bangalore South,202,BURGLARY,57,X,Explosives,Other Crime,8,Yes,12-06-2022 22:00
20094,18-04-2022 07:00,04-17-2022 05:00,17-04-2022 11:49,Bangalore South,461,DRUG OFFENSE,39,M,Poison,Other Crime,3,No,
20097,19-04-2022 22:00,04-17-2022 08:00,18-04-2022 07:42,Bangalore West,502,FRAUD,42,X,Blunt Object,Other Crime,14,Yes,13-06-2022 22:00
20101,18-04-2022 08:00,04-17-2022 12:00,17-04-2022 12:57,Bangalore North,533,DRUG OFFENSE,78,M,Blunt Object,Other Crime,1,Yes,12-05-2022 08:00
20104,20-04-2022 02:00,04-17-2022 15:00,17-04-2022 20:26,Bangalore West,221,ROBBERY,17,M,None,Violent Crime,10,Yes,11-10-2022 02:00
20142,20-04-2022 12:00,04-19-2022 05:00,20-04-2022 03:32,Bangalore East,578,IDENTITY THEFT,34,F,Firearm,Violent Crime,1,No,
20151,20-04-2022 15:00,04-19-2022 14:00,20-04-2022 00:11,Bangalore South,352,SHOPLIFTING,79,M,Knife,Other Crime,6,Yes,04-05-2022 15:00
20202,21-04-2022 23:00,04-21-2022 17:00,22-04-2022 07:15,Bangalore West,170,SEXUAL ASSAULT,35,X,None,Violent Crime,13,No,
20214,23-04-2022 09:00,04-22-2022 05:00,22-04-2022 20:15,Bangalore South,519,FIREARM OFFENSE,14,X,Firearm,Fire Accident,7,Yes,01-05-2022 09:00
20217,24-04-2022 02:00,04-22-2022 08:00,22-04-2022 21:39,Bangalore East,581,SHOPLIFTING,59,X,Other,Other Crime,14,Yes,25-06-2022 02:00
20226,24-04-2022 07:00,04-22-2022 17:00,23-04-2022 07:26,Bangalore East,286,ROBBERY,78,X,Firearm,Violent Crime,17,No,
20227,23-04-2022 15:00,04-22-2022 18:00,23-04-2022 17:36,Bangalore South,286,ROBBERY,31,F,Blunt Object,Violent Crime,16,No,
20230,24-04-2022 02:00,04-22-2022 21:00,23-04-2022 03:31,Bangalore South,246,CYBERCRIME,40,F,Firearm,Other Crime,15,No,
20234,25-04-2022 18:00,04-23-2022 01:00,23-04-2022 17:28,Bangalore South,470,ARSON,49,M,Poison,Fire Accident,3,Yes,01-06-2022 18:00
20237,24-04-2022 22:00,04-23-2022 04:00,23-04-2022 16:37,Bangalore West,499,HOMICIDE,64,X,Firearm,Other Crime,18,No,
20253,25-04-2022 05:00,04-23-2022 20:00,23-04-2022 21:32,Bangalore East,202,KIDNAPPING,35,X,Knife,Other Crime,19,Yes,27-05-2022 05:00
20263,26-04-2022 00:00,04-24-2022 06:00,25-04-2022 00:33,Bangalore South,278,TRAFFIC VIOLATION,40,M,None,Traffic Fatality,2,No,
20273,26-04-2022 08:00,04-24-2022 16:00,24-04-2022 21:17,Bangalore East,227,ARSON,58,X,Firearm,Fire Accident,12,No,
20280,25-04-2022 18:00,04-24-2022 23:00,25-04-2022 12:50,Bangalore West,197,BURGLARY,46,M,Other,Other Crime,2,No,
20285,27-04-2022 22:00,04-25-2022 04:00,25-04-2022 09:34,Bangalore East,314,SHOPLIFTING,63,X,Poison,Other Crime,6,Yes,20-05-2022 22:00
20291,26-04-2022 18:00,04-25-2022 10:00,26-04-2022 06:03,Bangalore West,324,DRUG OFFENSE,49,M,Other,Other Crime,17,Yes,07-07-2022 18:00
20292,26-04-2022 09:00,04-25-2022 11:00,26-04-2022 01:21,Bangalore West,122,DRUG OFFENSE,35,M,None,Other Crime,10,Yes,27-05-2022 09:00
20304,28-04-2022 21:00,04-25-2022 23:00,26-04-2022 18:33,Bangalore West,405,SHOPLIFTING,55,X,Firearm,Other Crime,6,No,
20312,28-04-2022 18:00,04-26-2022 07:00,26-04-2022 23:06,Bangalore East,249,CYBERCRIME,65,F,Other,Other Crime,10,No,
20314,28-04-2022 00:00,04-26-2022 09:00,26-04-2022 11:43,Bangalore East,237,EXTORTION,58,F,Blunt Object,Other Crime,12,Yes,25-06-2022 00:00
20315,28-04-2022 21:00,04-26-2022 10:00,26-04-2022 10:49,Bangalore North,395,CYBERCRIME,19,X,Knife,Other Crime,5,No,
20319,27-04-2022 10:00,04-26-2022 14:00,27-04-2022 00:30,Bangalore South,113,COUNTERFEITING,38,M,None,Other Crime,14,No,
20322,28-04-2022 12:00,04-26-2022 17:00,26-04-2022 23:31,Bangalore East,375,VANDALISM,41,X,Explosives,Other Crime,17,No,
20341,28-04-2022 01:00,04-27-2022 12:00,28-04-2022 01:53,Bangalore West,343,VANDALISM,67,M,Firearm,Other Crime,1,Yes,24-05-2022 01:00
20347,30-04-2022 16:00,04-27-2022 18:00,28-04-2022 10:55,Bangalore South,444,COUNTERFEITING,18,X,Poison,Other Crime,17,No,
20353,28-04-2022 21:00,04-28-2022 00:00,28-04-2022 13:38,Bangalore East,500,ROBBERY,49,X,Other,Violent Crime,1,No,
20357,28-04-2022 22:00,04-28-2022 04:00,28-04-2022 12:31,Bangalore South,186,VANDALISM,57,F,Explosives,Other Crime,16,No,
20359,01-05-2022 01:00,04-28-2022 06:00,29-04-2022 00:17,Bangalore West,344,PUBLIC INTOXICATION,51,M,Explosives,Other Crime,7,No,
20386,30-04-2022 11:00,04-29-2022 09:00,29-04-2022 12:05,Bangalore West,348,SHOPLIFTING,77,M,None,Other Crime,15,No,
20393,29-04-2022 21:00,04-29-2022 16:00,30-04-2022 02:24,Bangalore South,372,FRAUD,79,X,Explosives,Other Crime,6,Yes,15-06-2022 21:00
20397,02-05-2022 12:00,04-29-2022 20:00,29-04-2022 20:09,Bangalore North,412,DRUG OFFENSE,35,X,Knife,Other Crime,2,Yes,03-06-2022 12:00
20429,01-05-2022 06:00,05-01-2022 04:00,01-05-2022 13:42,Bangalore East,482,HOMICIDE,34,X,Firearm,Other Crime,11,Yes,16-11-2023 06:00
20430,03-05-2022 13:00,05-01-2022 05:00,01-05-2022 23:37,Bangalore West,153,COUNTERFEITING,43,X,Knife,Other Crime,16,Yes,15-06-2022 13:00
20438,02-05-2022 02:00,05-01-2022 13:00,02-05-2022 08:29,Bangalore East,536,CYBERCRIME,39,M,Explosives,Other Crime,16,No,
20460,03-05-2022 17:00,05-02-2022 11:00,02-05-2022 11:21,Bangalore East,341,KIDNAPPING,15,X,Firearm,Other Crime,15,Yes,20-06-2022 17:00
20463,04-05-2022 01:00,05-02-2022 14:00,03-05-2022 04:15,Bangalore West,412,EXTORTION,32,M,Explosives,Other Crime,10,Yes,28-05-2022 01:00
20482,04-05-2022 02:00,05-03-2022 09:00,03-05-2022 10:55,Bangalore East,246,FIREARM OFFENSE,46,M,None,Fire Accident,19,Yes,31-05-2022 02:00
20485,03-05-2022 19:00,05-03-2022 12:00,04-05-2022 08:56,Bangalore West,556,FRAUD,52,M,None,Other Crime,12,No,
20493,05-05-2022 17:00,05-03-2022 20:00,04-05-2022 04:11,Bangalore West,197,TRAFFIC VIOLATION,57,M,Explosives,Traffic Fatality,17,Yes,06-05-2022 17:00
20505,06-05-2022 05:00,05-04-2022 08:00,05-05-2022 07:26,Bangalore North,516,ILLEGAL POSSESSION,53,M,Blunt Object,Other Crime,18,Yes,30-07-2022 05:00
20524,05-05-2022 07:00,05-05-2022 03:00,06-05-2022 00:34,Bangalore West,465,ILLEGAL POSSESSION,41,X,Knife,Other Crime,5,No,
20525,07-05-2022 21:00,05-05-2022 04:00,06-05-2022 02:58,Bangalore North,568,ILLEGAL POSSESSION,46,M,Other,Other Crime,7,No,
20530,06-05-2022 21:00,05-05-2022 09:00,05-05-2022 15:40,Bangalore South,537,KIDNAPPING,42,M,Other,Other Crime,12,No,
20557,07-05-2022 12:00,05-06-2022 12:00,07-05-2022 06:02,Bangalore North,403,BURGLARY,56,X,None,Other Crime,15,Yes,27-10-2022 12:00
20565,07-05-2022 06:00,05-06-2022 20:00,07-05-2022 01:32,Bangalore South,325,FIREARM OFFENSE,40,F,Poison,Fire Accident,14,Yes,16-05-2022 06:00
20566,07-05-2022 00:00,05-06-2022 21:00,06-05-2022 22:14,Bangalore East,558,ILLEGAL POSSESSION,22,M,Other,Other Crime,13,Yes,16-06-2022 00:00
20568,08-05-2022 02:00,05-06-2022 23:00,07-05-2022 05:24,Bangalore West,448,VANDALISM,38,X,None,Other Crime,13,Yes,27-06-2022 02:00
20616,10-05-2022 21:00,05-08-2022 23:00,09-05-2022 03:14,Bangalore West,538,DOMESTIC VIOLENCE,11,M,Firearm,Violent Crime,11,No,
20642,11-05-2022 04:00,05-10-2022 01:00,10-05-2022 06:52,Bangalore North,584,BURGLARY,26,F,Blunt Object,Other Crime,8,Yes,22-10-2022 04:00
